country,hour,model,model_label,MAE,RMSE,mean_error_bias,max_absolute_error
LT,0,LEAR_8w,LEAR 8w,23.479474270591123,29.585267719718242,1.6331255152064255,69.01850699094544
LT,1,LEAR_8w,LEAR 8w,30.34201419810833,42.039906750641556,-7.282371919449718,126.44379743947584
LT,2,LEAR_8w,LEAR 8w,25.609909557450152,29.663269483768683,-7.005813180822649,61.43001336374155
LT,3,LEAR_8w,LEAR 8w,22.83834201988454,25.5650098845895,-1.3919239707056423,53.17952710092893
LT,4,LEAR_8w,LEAR 8w,29.436400849708093,32.84337393407715,-0.4924458587155576,54.02769865142362
LT,5,LEAR_8w,LEAR 8w,33.46166067292361,38.104165417372386,-5.980213112267906,73.17806462638413
LT,6,LEAR_8w,LEAR 8w,49.35063901337398,61.059158599094744,-0.4471762533299555,146.98361241799745
LT,7,LEAR_8w,LEAR 8w,70.80011071273815,136.00424039560536,26.86697766837448,463.13146862048313
LT,8,LEAR_8w,LEAR 8w,106.11398480991784,224.76283349734717,82.94010844083157,808.7492777459508
LT,9,LEAR_8w,LEAR 8w,61.62295852686733,104.49885823389116,29.017302761361808,379.6867160202961
LT,10,LEAR_8w,LEAR 8w,51.82444104830937,67.63756631643405,0.30784843243501403,155.18872563243931
LT,11,LEAR_8w,LEAR 8w,53.971056654715454,73.38733934399522,7.326133917205287,201.8747564734277
LT,12,LEAR_8w,LEAR 8w,46.561813248256215,56.95558136049111,10.397718770597914,128.93477032310432
LT,13,LEAR_8w,LEAR 8w,47.73380375155039,56.42065347524179,14.398849255777899,112.45701212282643
LT,14,LEAR_8w,LEAR 8w,54.22038423278613,85.45958970253075,24.671356129531308,320.8910320042516
LT,15,LEAR_8w,LEAR 8w,49.26379402262032,70.40665319644665,17.181238981000565,222.67815806719682
LT,16,LEAR_8w,LEAR 8w,45.17265733037342,58.26897515321167,13.843062141140257,153.348888409911
LT,17,LEAR_8w,LEAR 8w,62.435811321657745,82.74459867137928,6.7037246937296135,217.55002949842273
LT,18,LEAR_8w,LEAR 8w,80.14366551095522,114.9434309021488,29.95252531636935,357.9561676158639
LT,19,LEAR_8w,LEAR 8w,91.2482232429193,137.49974575384888,13.6339872167592,483.86809580160093
LT,20,LEAR_8w,LEAR 8w,105.05166411716635,174.82344676795555,5.1866124000585785,616.2174972131957
LT,21,LEAR_8w,LEAR 8w,67.02352929096953,105.08003680815291,6.244918978218919,347.78096864842496
LT,22,LEAR_8w,LEAR 8w,50.84403619990074,68.78132641043376,-5.034542751464527,182.60499994868542
LT,23,LEAR_8w,LEAR 8w,54.92263646966092,76.9620031183603,2.477479856493284,153.4162282186004
LT,0,LEAR_12w,LEAR 12w,21.660193743563863,26.852613608949163,6.583228976538588,60.506993809074956
LT,1,LEAR_12w,LEAR 12w,32.88169404417257,44.278731742566784,12.688791174821306,102.7943092138847
LT,2,LEAR_12w,LEAR 12w,25.632641925325682,33.60236438128229,4.434572055956273,87.97516300511343
LT,3,LEAR_12w,LEAR 12w,20.405998973607392,25.0976603609838,2.8674706688919933,50.02457034812755
LT,4,LEAR_12w,LEAR 12w,29.00551665216461,34.41771961939309,3.8245254538704216,62.67660130338753
LT,5,LEAR_12w,LEAR 12w,30.552082276830827,38.592799268611465,8.141126314130323,70.93711459223364
LT,6,LEAR_12w,LEAR 12w,44.96544084684348,62.506272675789454,15.255703841888817,160.61052855907585
LT,7,LEAR_12w,LEAR 12w,63.19867779494164,125.68906415594444,29.74792200499611,433.5699280040108
LT,8,LEAR_12w,LEAR 12w,113.99705635092901,221.29060755824395,83.72613644790215,759.8281363296635
LT,9,LEAR_12w,LEAR 12w,54.61853928571383,95.52946543023015,35.03597768571702,358.138262267339
LT,10,LEAR_12w,LEAR 12w,45.79101800282682,60.80318856281939,17.641333135824915,147.49869565865203
LT,11,LEAR_12w,LEAR 12w,46.22219319830881,56.997330333498546,16.6878829327918,150.60370068857623
LT,12,LEAR_12w,LEAR 12w,42.92952624124863,48.69106403320426,3.8994791737909873,81.81505493645594
LT,13,LEAR_12w,LEAR 12w,54.26755784900291,66.54910103049744,-0.6795346017586488,149.0054038019312
LT,14,LEAR_12w,LEAR 12w,52.07017073240494,82.0339714779902,1.9680267057797727,306.6794623691877
LT,15,LEAR_12w,LEAR 12w,41.72804783740538,54.655353919060474,20.48851684607335,143.32935020036288
