covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Cluster,1.5604510226518171,4.760968065411253,0.6954120524536856,0.1974684454275144,2.92343359987612,1.218314620966083,18.60506024453006,0.0,2.2439228902431814,0.0248373630861416,5.331344175011966
